0.000000000000000000e+00,6.770950591936982619e+02,1.045313486830275224e+03,6.822321871249163223e+02,3.319837497417402337e+05,6.844904728942631209e+02,2.645257285646646633e+05,3.232467471509798779e+05,4.023196779311302816e+05,8.467720069646102274e+02,7.765247325000707406e+02,3.294785047907339176e+05
6.770950591936982619e+02,0.000000000000000000e+00,5.716082493329021190e+02,3.380163143403294157e+02,3.325378063681272906e+05,3.520589962114540299e+02,2.651174667662905413e+05,3.238217838167081936e+05,4.028846088980570203e+05,7.029095322886448685e+02,6.559057613153377133e+02,3.300436034025415429e+05
1.045313486830275224e+03,5.716082493329021190e+02,0.000000000000000000e+00,6.642632708417536378e+02,3.329558417619996471e+05,6.782481415954800923e+02,2.655111648050720687e+05,3.242412767116987379e+05,4.032902133498460171e+05,1.018670955137259170e+03,1.029554208277005955e+03,3.304614531770792673e+05
6.822321871249163223e+02,3.380163143403294157e+02,6.642632708417536378e+02,0.000000000000000000e+00,3.324962561412439100e+05,4.540020260434052091e+01,2.651232223489749013e+05,3.237821127788452432e+05,4.028760043338041287e+05,5.937200942157149939e+02,4.869062608459904027e+02,3.300027213415366132e+05
3.319837497417402337e+05,3.325378063681272906e+05,3.329558417619996471e+05,3.324962561412439100e+05,0.000000000000000000e+00,3.324900756427664310e+05,1.054397833305396489e+05,3.747798611340203934e+04,1.007590846959153132e+05,3.321988506415000884e+05,3.322072227439708076e+05,2.045505100471098558e+04
6.844904728942631209e+02,3.520589962114540299e+02,6.782481415954800923e+02,4.540020260434052091e+01,3.324900756427664310e+05,0.000000000000000000e+00,2.651192737944194814e+05,3.237751808460194734e+05,4.028715814972934895e+05,5.985751731286986796e+02,4.874579130360656336e+02,3.299962605574301560e+05
2.645257285646646633e+05,2.651174667662905413e+05,2.655111648050720687e+05,2.651232223489749013e+05,1.054397833305396489e+05,2.651192737944194814e+05,0.000000000000000000e+00,8.891510591962665785e+04,1.526338564442402858e+05,2.649151300018935581e+05,2.649103573569775908e+05,9.899552077642593940e+04
3.232467471509798779e+05,3.238217838167081936e+05,3.242412767116987379e+05,3.237821127788452432e+05,3.747798611340203934e+04,3.237751808460194734e+05,8.891510591962665785e+04,0.000000000000000000e+00,1.050385250569219352e+05,3.235362620862132171e+05,3.235262855570135289e+05,2.488074890434395274e+04
4.023196779311302816e+05,4.028846088980570203e+05,4.032902133498460171e+05,4.028760043338041287e+05,1.007590846959153132e+05,4.028715814972934895e+05,1.526338564442402858e+05,1.050385250569219352e+05,0.000000000000000000e+00,4.026089018940444221e+05,4.026185142122806865e+05,1.005220999029049271e+05
8.467720069646102274e+02,7.029095322886448685e+02,1.018670955137259170e+03,5.937200942157149939e+02,3.321988506415000884e+05,5.985751731286986796e+02,2.649151300018935581e+05,3.235362620862132171e+05,4.026089018940444221e+05,0.000000000000000000e+00,3.297034056472359111e+02,3.297235996042813058e+05
7.765247325000707406e+02,6.559057613153377133e+02,1.029554208277005955e+03,4.869062608459904027e+02,3.322072227439708076e+05,4.874579130360656336e+02,2.649103573569775908e+05,3.235262855570135289e+05,4.026185142122806865e+05,3.297034056472359111e+02,0.000000000000000000e+00,3.297256964288484305e+05
3.294785047907339176e+05,3.300436034025415429e+05,3.304614531770792673e+05,3.300027213415366132e+05,2.045505100471098558e+04,3.299962605574301560e+05,9.899552077642593940e+04,2.488074890434395274e+04,1.005220999029049271e+05,3.297235996042813058e+05,3.297256964288484305e+05,0.000000000000000000e+00
